Descrição,Preço,Estrelas,TotalReviews,Url,Loja,Categoria
"Smartphone Xiaomi Redmi 9 India 64GB 4GB RAM Tela 6,53'' Android 10 Octa-Core Dual Sim - Preto",1005.9,4.3,101.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Android-Octa-Core/dp/B086985T6R/ref=sr_1_7?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-7&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 8 4RAM 64GB Tela 6.3 LTE Dual Azul,1199.0,4.8,40979.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-4RAM/dp/B07Y9XWK4M/ref=sr_1_8?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-8&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9 Dual Chip 64gb 4gb Sunset Purple,1229.0,4.8,3829.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Sunset-Purple/dp/B08B3NVQ7V/ref=sr_1_9?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-9&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Nokia 2.4 64GB 3GB RAM Tela de 6,5 Pol. Câmera Traseira 13MP + 2MP Cinza - NK015",899.0,4.6,12.0,https://www.amazon.com.br/Smartphone-Nokia-C%C3%A2mera-Traseira-Cinza/dp/B09155M38C/ref=sr_1_10?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-10&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Samsung Galaxy A12, Branco, Tela 6.5"", 4G+Wi-Fi, Android 10, Câm Traseira 48+5+2+2MP, Frontal 8MP, 64GB",1149.0,3.7,8.0,https://www.amazon.com.br/Smartphone-Samsung-Android-Traseira-Frontal/dp/B08XVS43C1/ref=sr_1_11?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-11&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Poco X3 PRO 256gb 8gb RAM – Phantom Black - Preto,1980.0,4.8,2205.0,https://www.amazon.com.br/Smartphone-Poco-PRO-256gb-8gb/dp/B0919PLV7S/ref=sr_1_12?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-12&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone, Dual Card Dual Standby PRO + 6,72 polegadas de tela 3G GSM4 Celulares com resolução de 720x1560 com câmera de alta definição para viagens(azul)",522.09,0.0,0.0,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A08494939YN36U8QD98G&url=%2FSmartphone-polegadas-Celulares-resolu%25C3%25A7%25C3%25A3o-defini%25C3%25A7%25C3%25A3o%2Fdp%2FB09FFNC42Y%2Fref%3Dsr_1_15_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1634261851%26s%3Delectronics%26sr%3D1-15-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634261851&id=7847494849013633&widgetName=sp_mtf,Amazon,Smartphone
"Smartphone Positivo Twist 3 Pro S533 64GB Dual Chip 5.7"" - Grafite",505.0,4.0,101.0,https://www.amazon.com.br/Smartphone-Positivo-Twist-Pro-Acompanha/dp/B08C4PTMJX/ref=sr_1_16?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-16&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9i 128GB 4GB RAM Global Preto,1399.99,4.2,514.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-9i-Global/dp/B08JCHSKNX/ref=sr_1_17?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-17&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9a 32gb 2gb Ram 4 Câmeras Azul,829.0,4.3,96.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-32gb-C%C3%A2meras/dp/B08G1THW34/ref=sr_1_18?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-18&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Celular Smartphone Xiaomi Note 9 Forest Green 128GB + 4GB RAM- Versión Global,1477.99,4.7,4752.0,https://www.amazon.com.br/Celular-Smartphone-Xiaomi-Note-Forest/dp/B088HJC42B/ref=sr_1_19?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-19&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Nokia 5.4 128GB 4GB RAM Tela de 6,3 Pol. Câmera Traseira 48MP Roxo - NK026",1380.86,3.9,31.0,https://www.amazon.com.br/Smartphone-Nokia-128GB-C%C3%A2mera-Traseira/dp/B092DQYVNP/ref=sr_1_20?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-20&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone LG K22 , 2GB/32GB, Tela de 6, Câmera Dupla 13Mp+2Mp, Selfie de 5Mp, Processador Qualcomm QM215 , Bateria 3,000mAh , Titanium",889.0,4.4,703.0,https://www.amazon.com.br/Smartphone-LG-Processador-Qualcomm-Titanium/dp/B08DRMQ29D/ref=sr_1_21?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-21&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 10 Versão Global 6GB+128GB Cinza,1750.0,4.6,1310.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B091FRHNX9/ref=sr_1_23?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-23&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Poco X3 PRO 256gb 8gb RAM – Frost Blue - Azul,1960.0,4.8,1312.0,https://www.amazon.com.br/Smartphone-Poco-PRO-256gb-8gb/dp/B0919N55XG/ref=sr_1_24?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-24&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 8 (2021),1189.0,4.6,95.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-8/dp/B0968GPTYM/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Nokia 5.3 128GB Dual SIM 4GB RAM Tela 6,55 Pol. Câmera Quádrupla com IA + Lentes Ultra-Wide Carvão NK007",1254.58,4.4,172.0,https://www.amazon.com.br/Smartphone-Nokia-Qu%C3%A1drupla-Ultra-Wide-NK007/dp/B08MB7B9M7/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone LG K52 64GB Verde 4G Octa-Core 3GB RAM - Tela 6,59” Câm. Quádrupla + Selfie 8MP Dual Chip",989.0,4.5,222.0,https://www.amazon.com.br/Smartphone-LG-64GB-Verde-Octa-Core/dp/B08NTV23GM/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Xiaomi Redmi 9A,899.99,4.6,1640.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CGXVPXW/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Zenfone Max Pro M2 - 4GB 64GB , Black Saphire",969.0,4.5,586.0,https://www.amazon.com.br/Zenfone-Max-Pro-M2-4GB-64GB/dp/B07YGVH7L5/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261851&s=electronics&sr=1-30&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone LG K51S, 3GB/64GB, 32MP, Titanium",1399.0,4.7,1113.0,https://www.amazon.com.br/Smartphone-LG-K51S-64GB-Titanium/dp/B088419FRD/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9A Versão Global - Verde,824.9,4.5,603.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-9A-Vers%C3%A3o/dp/B08CH6PPX3/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Motorola Moto E6i 32GB Cinza - 4G 2GB RAM Tela 6,1” Câm. Dupla + Selfie 5MP",749.0,4.1,5.0,https://www.amazon.com.br/Smartphone-Motorola-Moto-32GB-Cinza/dp/B0927TCTGN/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Poco X3 PRO 128gb 6gb RAM – Phantom Black - Preto,1779.0,4.8,2456.0,https://www.amazon.com.br/Smartphone-Poco-PRO-128gb-6gb/dp/B0919N2P7J/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"ASUS Zenfone  Shot Plus 4GB 64GB+64GB , Vermelho",1099.0,4.6,499.0,https://www.amazon.com.br/ASUS-Zenfone-Shot-Plus-Vermelho/dp/B08BG6ZKV2/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Xiaomi Redmi Note 9 128GB 4GB RAM - Versión Global - Midnight Grey,1569.9,4.7,7882.0,https://www.amazon.com.br/Xiaomi-Redmi-Note-128GB-4GB/dp/B088HJ3FCX/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-30&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Azul,1249.9,4.7,3905.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Camera/dp/B07Z59KLZQ/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Celular Xiaomi Redmi 9A Versão Global 32gb / 2gb Ram/Tela 6.53"" - Preto",829.0,4.5,869.0,https://www.amazon.com.br/Celular-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CH6VKHW/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-32&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 9S - 4GB + 64GB - Versão Global - Aurora Blue,1595.25,4.7,8947.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-9S/dp/B085S47W3M/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-33&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Celular Motorola Moto E6s Cinza Titanium 32gb Tela 6.1"" 2gb Ram Câmera Dupla 13mp + 2mp",729.88,4.6,76.0,https://www.amazon.com.br/Celular-Motorola-Cinza-Titanium-C%C3%A2mera/dp/B08DFHWBFX/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Xiaomi Redmi 9 India 64GB 4GB RAM Tela 6,53'' Android 10 Octa-Core Dual Sim - Sky Blue",1015.0,4.6,350.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Android-Octa-Core/dp/B08697N43N/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-35&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Samsung Galaxy A31 Dual Chip, Android 10, Tela 6.4"", Octa-Core, 128GB 4G, Câmera Quádrupla 48MP+8MP+5MP+5MP, Preto, SM-A315GZKKZTO",1749.0,4.7,385.0,https://www.amazon.com.br/Smartphone-Samsung-Octa-Core-Qu%C3%A1drupla-SM-A315GZKKZTO/dp/B089ZW4PB3/ref=sr_1_36?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-36&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone LG K61 ,128GB, RAM de 4GB, Tela de 6,55"" HD+ 19.5:9, Inteligência Artificial,Câmera Quádrupla e Processador Octa-Core 2.3, Titanium",1375.0,4.6,642.0,https://www.amazon.com.br/LG-Q630BAW-Smartphone-K61-Titanium/dp/B088PRHF97/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Realme 7 Dual Sim LTE 6.5"" 8GB/128GB Mist Blue RMX2151",1606.98,4.7,99.0,https://www.amazon.com.br/Smartphone-Realme-Dual-128GB-RMX2151/dp/B08Y62H8HX/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-38&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9A 2/32GB - Azul,849.99,4.6,1632.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-9A-32GB/dp/B08CH6X6M5/ref=sr_1_39?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-39&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 10s 64gb/6gb Pebble White,1547.77,4.4,103.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Pebble-White/dp/B097CM3MFR/ref=sr_1_40?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-40&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Xiaomi Poco M3 128GB 4GB Ram Versão Global Azul,1409.0,4.6,796.0,https://www.amazon.com.br/Xiaomi-Poco-128GB-Vers%C3%A3o-Global/dp/B08N5DD6RN/ref=sr_1_41?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-41&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Xiaomi Poco M3 64GB 4GB Ram Versão Global Preto,1209.9,4.7,608.0,https://www.amazon.com.br/Xiaomi-Poco-Vers%C3%A3o-Global-Preto/dp/B08N5DK9SZ/ref=sr_1_42?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-42&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Moto G9 Play Azul Safira, com Tela de 6,5, 4G, 64GB e Câmera de 48MP + 2MP + 2MP - XT2083-1""",1146.9,4.6,115.0,https://www.amazon.com.br/Smartphone-Moto-G9-Play-Safira/dp/B08NFKJ67B/ref=sr_1_43?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-43&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi Note 8 (2021) 64GB Branco,1241.98,4.8,41.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Branco/dp/B0968GMB77/ref=sr_1_44?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-44&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Poco X3 PRO 256gb 8gb RAM - Metal Bronze - Dourado,1999.0,4.8,574.0,https://www.amazon.com.br/Smartphone-Poco-X3-PRO-256gb/dp/B0919LWHVK/ref=sr_1_45?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-45&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Multilaser F Pro 4G 16GB Android 9 Preto - P9118,517.11,3.9,61.0,https://www.amazon.com.br/Smartphone-Multilaser-16GB-Android-Preto/dp/B084LHWPD7/ref=sr_1_46?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-46&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Xiaomi Redmi Note 9 128GB 4GB RAM Câmera Quádrupla 48MP + 8MP + 2MP + 2MP Frontal 13MP Tela 6,53 Android 10 - Verde",1510.0,4.6,563.0,https://www.amazon.com.br/Smartphone-Xiaomi-Qu%C3%A1drupla-Frontal-Android/dp/B08FBMCCQG/ref=sr_1_48?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261856&s=electronics&sr=1-48&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9C - Dual SIM 3GB/64GB - Twilight Blue - Versão Global,1038.0,4.7,677.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-9C-Twilight/dp/B08DW2MZ6R/ref=sr_1_52?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-52&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone LG K62+ Android 10.0 Tela 6.6"" 4GB/128GB Câmera Quádrupla 48MP 5MP 2MP 2MP Selfie de 28MP - Azul",1399.0,4.6,101.0,https://www.amazon.com.br/Smartphone-LG-Android-C%C3%A2mera-Qu%C3%A1drupla/dp/B08NTWJKKM/ref=sr_1_54?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-54&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Mi 11 Lite 128gb 6gb RAM - Boba Black - Preto,2180.0,4.7,354.0,https://www.amazon.com.br/Smartphone-Lite-128gb-6gb-RAM/dp/B08ZN79TJ7/ref=sr_1_55?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-55&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Samsung Galaxy A01 Core 32GB 2GB RAM Tela Infinita de 5.3"" Preto",789.0,4.2,29.0,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Infinita-Preto/dp/B08G8W5D9X/ref=sr_1_56?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-56&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Xiaomi Redmi Note 9 Pro Verde 128GB, Tela de 6.67"", 6GB de RAM, Câmera Traseira Quádrupla, Android 10 e Processador Qualcomm Octa-Core",1799.0,4.7,1767.0,https://www.amazon.com.br/Smartphone-Xiaomi-Qu%C3%A1drupla-Processador-Octa-Core/dp/B0897Y6KNY/ref=sr_1_57?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-57&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Nokia C2 16GB + 16GB Cartão de Memória 1GB RAM Tela de 5,7 Pol. HD+ Câmera Traseira 5MP + Flash Frontal Verde Ciano NK011",718.9,4.2,36.0,https://www.amazon.com.br/Smartphone-Nokia-Mem%C3%B3ria-Traseira-NK011/dp/B08MB58VBR/ref=sr_1_58?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-58&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Samsung Galaxy A01 Core 32GB Tela 5.3"" Camera 8MP Preto",899.97,4.5,106.0,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Camera-Preto/dp/B08G5D9H6V/ref=sr_1_59?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-59&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Samsung A21s Preto 64GB Android 10 Tela 6.5"" Camera 13MP",2369.0,4.8,357.0,https://www.amazon.com.br/Smartphone-Samsung-Preto-Android-Camera/dp/B089RQNDQX/ref=sr_1_60?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-60&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
Smartphone Xiaomi Redmi 9 64GB 4GB Ram 4 Câmeras Cinza,1208.6,4.8,250.0,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-C%C3%A2meras-Cinza/dp/B08G1VKHKH/ref=sr_1_62?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-62&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
"Smartphone Redmi Note 9 Polar White Glacial 128GB 4GB RAM Android 10.0 (MIUI 11), 4GB RAM, Câmera Quad (48 Mp + 8 Mp + 2 Mp + 2 Mp), Tela 6,53""",1590.0,4.6,1544.0,https://www.amazon.com.br/Smartphone-Redmi-Glacial-Android-C%C3%A2mera/dp/B08866DPF5/ref=sr_1_63?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1634261864&s=electronics&sr=1-63&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,Amazon,Smartphone
